category	location	match
header_redirect	./data_queries.php:80			header('Location: data_queries.php?action=item_edit&id=' . gfrv('snmp_query_graph_id') . '&snmp_query_id=' . gfrv('snmp_query_id'));
header_redirect	./data_queries.php:90			header('Location: data_queries.php?action=edit&id=' . gfrv('snmp_query_id'));
header_redirect	./data_source_profiles.php:423		header('Location: data_source_profiles.php?action=import');
header_redirect	./data_source_profiles.php:647			header('Location: data_source_profiles.php?action=edit&id=' . (empty($profile_id) ? grv('id') : $profile_id));
header_redirect	./data_source_profiles.php:689				header('Location: data_source_profiles.php?action=item_edit&profile_id=' . grv('profile_id') . '&id=' . (empty($profile_rra_id) ? grv('id') : $profile_rra_id));
header_redirect	./data_source_profiles.php:691				header('Location: data_source_profiles.php?action=edit&id=' . grv('profile_id'));
header_redirect	./data_source_profiles.php:739			header('Location: data_source_profiles.php');
header_redirect	./data_sources.php:313									header('Location: data_sources.php?header=false&action=ds_edit&id=' . (empty($local_data_id) ? get_filter_request_var('local_data_id') : $local_data_id) . '&host_id=' . get_request_var('host_id') . '&view_rrd=' . (isset_request_var('current_rrd') ? get_nfilter_request_var('current_rrd') : '0'));
header_redirect	./data_sources.php:363			header('Location: data_sources.php?header=false&action=ds_edit&host_id=' . get_request_var('host_id') . '&new=1');
header_redirect	./data_sources.php:365			header('Location: data_sources.php?header=false&action=ds_edit&id=' . (empty($local_data_id) ? get_filter_request_var('local_data_id') : $local_data_id) . '&host_id=' . get_request_var('host_id') . '&view_rrd=' . (isset_request_var('current_rrd') ? get_nfilter_request_var('current_rrd') : '0'));
header_redirect	./data_sources.php:367			header('Location: data_sources.php?header=false');
header_redirect	./data_sources.php:472			header('Location: data_sources.php?header=false');
header_redirect	./data_sources.php:595			header('Location: data_sources.php?header=false');
header_redirect	./data_sources.php:748		header('Location: data_sources.php?header=false&action=ds_edit&id=' . get_request_var('local_data_id'));
header_redirect	./data_sources.php:763		header('Location: data_sources.php?header=false&action=ds_edit&id=' . get_request_var('id') . "&view_rrd=$data_template_rrd_id");
header_redirect	./data_sources.php:772		header('Location: data_sources.php?header=false&action=ds_edit&id=' . get_request_var('id'));
header_redirect	./data_sources.php:781		header('Location: data_sources.php?header=false&action=ds_edit&id=' . get_request_var('id'));
header_redirect	./data_sources.php:821				header('Location: data_sources.php');
header_redirect	./data_sources.php:87			header('Location: data_sources.php');
header_redirect	./data_templates.php:160					header('Location: ' . $location);
header_redirect	./data_templates.php:365			header('Location: data_templates.php?action=template_edit&id=' . (empty($data_template_id) ? grv('data_template_id') : $data_template_id) . (ierv('current_rrd') ? '' : '&view_rrd=' . (gnrv('current_rrd') ? gnrv('current_rrd') : $data_template_rrd_id)));
header_redirect	./data_templates.php:460			header('Location: data_templates.php');
header_redirect	./data_templates.php:563		header('Location: data_templates.php?action=template_edit&id=' . grv('data_template_id'));
header_redirect	./data_templates.php:619		header('Location: data_templates.php?action=template_edit&id=' . grv('id') . "&view_rrd=$data_template_rrd_id");
header_redirect	./docs/index.php:34		header('Location: https://github.com/Cacti/documentation/blob/develop/README.md');
header_redirect	./formats/index.php:25	header('Location:../index.php');
header_redirect	./gprint_presets.php:113			header('Location: gprint_presets.php');
header_redirect	./gprint_presets.php:85				header('Location: gprint_presets.php?action=edit&id=' . (empty($gprint_preset_id) ? gnrv('id') : $gprint_preset_id));
header_redirect	./gprint_presets.php:89				header('Location: gprint_presets.php');
header_redirect	./graph_templates.php:116			header('Location: graph_templates.php?action=template_edit&id=' . gfrv('id'));
header_redirect	./graph_templates.php:1239			header('Location: graph_templates.php');
header_redirect	./graph_templates.php:124			header('Location: graph_templates.php?action=template_edit&id=' . grv('graph_template_id'));
header_redirect	./graph_templates.php:132			header('Location: graph_templates.php?action=template_edit&id=' . grv('graph_template_id'));
header_redirect	./graph_templates.php:140			header('Location: graph_templates.php?action=template_edit&id=' . grv('graph_template_id'));
header_redirect	./graph_templates.php:164			header('Location: graph_templates.php?action=template_edit&id=' . grv('graph_template_id'));
header_redirect	./graph_templates.php:611				header('Location: graph_templates.php?action=item_edit&graph_template_item_id=' . (empty($graph_template_item_id) ? gnrv('graph_template_item_id') : $graph_template_item_id) . '&id=' . gnrv('graph_template_id'));
header_redirect	./graph_templates.php:620				header('Location: graph_templates.php?action=template_edit&id=' . gnrv('graph_template_id'));
header_redirect	./graph_templates.php:693				header('Location: graph_templates.php?action=input_edit&graph_template_input_id=' . (empty($graph_template_input_id) ? gnrv('graph_template_input_id') : $graph_template_input_id) . '&graph_template_id=' . gnrv('graph_template_id'));
header_redirect	./graph_templates.php:702				header('Location: graph_templates.php?action=template_edit&id=' . gnrv('graph_template_id'));
header_redirect	./graph_templates.php:708		header('Location: graph_templates.php?action=template_edit&id=' . (empty($graph_template_id) ? gnrv('graph_template_id') : $graph_template_id));
header_redirect	./graph_view.php:190			header('Location: graph_view.php?action=list&header=false');
header_redirect	./graph_view.php:393					header('Location: permission_denied.php');
header_redirect	./graphs.php:1326			header('Location: graphs.php?header=false');
header_redirect	./graphs.php:1501				header('Location: graphs.php');
header_redirect	./graphs.php:270				header('Location: graphs.php?action=graph_edit&header=false&id=' . $local_graph_id);
header_redirect	./graphs.php:272				header('Location: graphs.php?header=false');
header_redirect	./graphs.php:424			header('Location: graphs.php?action=graph_edit&header=false&host_id=' . get_nfilter_request_var('host_id') . '&new=1');
header_redirect	./graphs.php:426			header('Location: graphs.php?action=graph_edit&header=false&id=' . (empty($local_graph_id) ? get_nfilter_request_var('local_graph_id') : $local_graph_id) . (isset_request_var('host_id') ? '&host_id=' . get_nfilter_request_var('host_id') : ''));
header_redirect	./graphs.php:428			header('Location: graphs.php?action=graph_edit&header=false&id=' . $local_graph_id);
header_redirect	./graphs.php:430			header('Location: graphs.php?header=false');
header_redirect	./graphs.php:771					header("Location: aggregate_graphs.php?header=false&action=edit&tab=details&id=$local_graph_id");
header_redirect	./graphs.php:806				header('Location: graphs.php?header=false&template_id=-1');
header_redirect	./graphs.php:808				header('Location: graphs.php?header=false');
header_redirect	./graphs_new.php:171			header('Location: graphs_new.php?host_id=' . $host_id);
header_redirect	./graphs_new.php:177			header('Location: graphs_new.php?host_id=' . gfrv('host_id'));
header_redirect	./graphs_new.php:49			header('Location: graphs_new.php?host_id=' . grv('host_id'));
header_redirect	./host.php:102			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:110			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:118			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:126			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:135			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:144			header('Location: host.php?action=edit&id=' . grv('host_id') . '&display_dq_details=true');
header_redirect	./host.php:164			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:171			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:182			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:320			header('Location: host.php?action=edit&id=' . (empty($host_id) ? gnrv('id') : $host_id));
header_redirect	./host.php:395			header('Location: host.php');
header_redirect	./host.php:82			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host.php:94			header('Location: host.php?action=edit&id=' . grv('host_id'));
header_redirect	./host_templates.php:109			header('Location: host_templates.php?action=edit&id=' . gfrv('host_template_id'));
header_redirect	./host_templates.php:165			header('Location: host_templates.php?action=edit&id=' . (empty($host_template_id) ? gnrv('id') : $host_template_id));
header_redirect	./host_templates.php:257				header('Location: host_templates.php?action=templates&action=templates');
header_redirect	./host_templates.php:296				header('Location: host_templates.php?action=archives');
header_redirect	./host_templates.php:83			header('Location: host_templates.php?action=edit&id=' . gfrv('host_template_id'));
header_redirect	./host_templates.php:93			header('Location: host_templates.php?action=edit&id=' . gfrv('host_template_id'));
header_redirect	./host_templates.php:99			header('Location: host_templates.php?action=edit&id=' . gfrv('host_template_id'));
header_redirect	./images/index.php:25	header('Location:../index.php');
header_redirect	./include/auth.php:214					header('Location: ' . CACTI_PATH_URL . 'auth_2fa.php');
header_redirect	./include/auth.php:56		header('Location: ' . CACTI_PATH_URL . 'install/');
header_redirect	./include/auth.php:77			header('Location: ' . CACTI_PATH_URL . 'auth_changepassword.php?ref=' . rawurlencode(validate_redirect_url($_SERVER['HTTP_REFERER'] ?? '', 'index.php')));
header_redirect	./include/content/index.php:25	header('Location:../index.php');
header_redirect	./include/csrf.php:49		header('Location: ' . sanitize_uri($_SERVER['REQUEST_URI']));
header_redirect	./include/fa/css/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/js/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/less/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/metadata/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/scss/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/sprites/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/svgs/brands/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/svgs/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/svgs/regular/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/svgs/solid/index.php:25	header('Location:../index.php');
header_redirect	./include/fa/webfonts/index.php:25	header('Location:../index.php');
header_redirect	./include/global.php:503				header('Location: https://' . $_SERVER['HTTP_HOST'] . $_SERVER['REQUEST_URI']);
header_redirect	./include/index.php:25	header('Location:../index.php');
header_redirect	./include/js/LC_MESSAGES/index.php:25	header('Location:../index.php');
header_redirect	./include/js/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/cacti/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/cacti/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/cacti/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/carrot/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/carrot/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/carrot/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/dark/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/dark/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/dark/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/hollyberry/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/hollyberry/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/hollyberry/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/midwinter/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/midwinter/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/midwinter/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/modern/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/modern/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/modern/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/paper-plane/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/paper-plane/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/paper-plane/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/paw/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/paw/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/paw/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/raspberry/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/raspberry/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/raspberry/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/sunrise/default/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/sunrise/images/index.php:25	header('Location:../index.php');
header_redirect	./include/themes/sunrise/index.php:25	header('Location:../index.php');
header_redirect	./install/upgrades/index.php:25	header('Location:../../index.php');
header_redirect	./link.php:101			header('Location: ' . $referer);
header_redirect	./link.php:51		header('Location: ' . $referer);
header_redirect	./links.php:117				header('Location: links.php');
header_redirect	./links.php:123				header('Location: links.php?action=edit&id=' . (isrv('id') ? gfrv('id') : ''));
header_redirect	./links.php:191			header('Location: links.php');
header_redirect	./links.php:45			header('Location: links.php');
header_redirect	./links.php:53			header('Location: links.php');
header_redirect	./links.php:61			header('Location: links.php');
header_redirect	./links.php:69			header('Location: links.php');
header_redirect	./locales/index.php:25	header('Location:../index.php');
header_redirect	./log/index.php:25	header('Location:../index.php');
header_redirect	./logout.php:77		header('Location: index.php');
header_redirect	./managers.php:698				header('Location: managers.php?action=edit&tab=notifications&id=' . grv('id'));
header_redirect	./managers.php:748		header('Location: managers.php?action=edit&id=' . (empty($manager_id) ? gnrv('id') : $manager_id));
header_redirect	./managers.php:769					header('Location: managers.php');
header_redirect	./managers.php:804				header('Location: managers.php?action=edit&id=' . gnrv('id') . '&tab=notifications');
header_redirect	./mibs/index.php:25	header('Location:../index.php');
header_redirect	./oauth2.php:95		header('Location: ' . $authUrl);
header_redirect	./package.php:122			header('Location: package.php');
header_redirect	./package_import.php:194									header('Location: package_import.php?package_location=' . $package_location);
header_redirect	./package_import.php:219			header('Location: package_import.php?package_location=' . $package_location);
header_redirect	./package_import.php:370					header('Location: package_import.php');
header_redirect	./package_import.php:377			header('Location: package_import.php');
header_redirect	./package_import.php:424				header('Location: package_import.php');
header_redirect	./package_import.php:538				header('Location: package_import.php?package_location=0');
header_redirect	./package_import.php:838						header('Location: package_import.php');
header_redirect	./package_keys.php:108			header('Location: package_keys.php?header=false');
header_redirect	./package_keys.php:66			header('Location: package_keys.php?header=false');
header_redirect	./package_repos.php:159		header('Location: package_repos.php?header=false&action=edit&id=' . (empty($id) ? gnrv('id') : $id));
header_redirect	./package_repos.php:193			header('Location: package_repos.php?header=false');
header_redirect	./package_repos.php:266			header('Location: package_repos.php?header=false');
header_redirect	./plugins.php:168			header('Location: plugins.php');
header_redirect	./plugins.php:175			header('Location: plugins.php');
header_redirect	./plugins.php:198			header('Location: plugins.php');
header_redirect	./plugins.php:229				header('Location: plugins.php');
header_redirect	./plugins.php:233				header('Location: plugins.php');
header_redirect	./plugins.php:243				header('Location: plugins.php?state=5');
header_redirect	./plugins.php:245				header('Location: plugins.php');
header_redirect	./plugins.php:254			header('Location: plugins.php');
header_redirect	./plugins.php:260			header('Location: plugins.php');
header_redirect	./plugins.php:266			header('Location: plugins.php');
header_redirect	./plugins.php:272			header('Location: plugins.php');
header_redirect	./plugins.php:290			header('Location: plugins.php');
header_redirect	./plugins.php:296			header('Location: plugins.php');
header_redirect	./plugins.php:302			header('Location: plugins.php');
header_redirect	./plugins.php:313			header('Location: plugins.php');
header_redirect	./plugins.php:324			header('Location: plugins.php');
header_redirect	./plugins.php:332			header('Location: plugins.php');
header_redirect	./plugins.php:340			header('Location: plugins.php');
header_redirect	./plugins.php:348			header('Location: plugins.php');
header_redirect	./plugins.php:356			header('Location: plugins.php');
header_redirect	./plugins/index.php:25	header('Location:../index.php');
header_redirect	./pollers.php:372			header('Location: pollers.php?action=edit&id=' . (empty($poller_id) ? gnrv('id') : $poller_id));
header_redirect	./pollers.php:580			header('Location: pollers.php');
header_redirect	./reports.php:163			header('Location: reports.php?action=edit&tab=items&id=' . grv('id'));
header_redirect	./reports.php:171			header('Location: reports.php?action=edit&tab=items&id=' . grv('id'));
header_redirect	./reports.php:179			header('Location: reports.php?action=edit&tab=items&id=' . grv('id'));
header_redirect	./reports.php:62			header('Location: reports.php?action=edit&tab=' . grv('tab') . '&id=' . grv('id'));
header_redirect	./reports.php:75			header('Location: reports.php?action=edit&tab=preview&rdate=-1&id=' . $report_id);
header_redirect	./reports.php:81			header('Location: reports.php?action=edit&tab=items&id=' . grv('id'));
header_redirect	./resource/index.php:25	header('Location:../index.php');
header_redirect	./scripts/index.php:25	header('Location:../index.php');
header_redirect	./service/index.php:25	header('Location:../index.php');
header_redirect	./settings.php:1621			header('Location: settings.php?header=false&tab=' . grv('tab'));
header_redirect	./settings.php:1623			header('Location: settings.php?tab=' . grv('tab'));
header_redirect	./sites.php:280			header('Location: sites.php?action=edit&id=' . (empty($site_id) ? gnrv('id') : $site_id));
header_redirect	./sites.php:393			header('Location: sites.php');
header_redirect	./support.php:64		header('Location: support.php?tab=summary');
header_redirect	./templates_export.php:72					header('Location: templates_export.php');
header_redirect	./templates_import.php:118				header('Location: templates_import.php');
header_redirect	./templates_import.php:67				header('Location: templates_import.php');
header_redirect	./tree.php:103			header('Location: tree.php');
header_redirect	./tree.php:257		header('Location: tree.php');
header_redirect	./tree.php:286		header('Location: tree.php');
header_redirect	./tree.php:315		header('Location: tree.php');
header_redirect	./tree.php:573			header('Location: tree.php?action=edit&id=' . (isset($tree_id) ? $tree_id : ''));
header_redirect	./tree.php:675			header('Location: tree.php');
header_redirect	./tree.php:98			header('Location: tree.php');
header_redirect	./user_admin.php:1069					header('Location: user_admin.php');
header_redirect	./user_admin.php:1239					header('Location: user_admin.php');
header_redirect	./user_admin.php:124			header('Location: user_admin.php?action=user_edit&tab=permsd&id=' . gnrv('id'));
header_redirect	./user_admin.php:1395					header('Location: user_admin.php');
header_redirect	./user_admin.php:151			header('Location: user_admin.php?action=user_edit&tab=permsg&id=' . gnrv('id'));
header_redirect	./user_admin.php:178			header('Location: user_admin.php?action=user_edit&tab=permste&id=' . gnrv('id'));
header_redirect	./user_admin.php:204			header('Location: user_admin.php?action=user_edit&tab=permsgr&id=' . gnrv('id'));
header_redirect	./user_admin.php:231			header('Location: user_admin.php?action=user_edit&tab=permstr&id=' . gnrv('id'));
header_redirect	./user_admin.php:325			header('Location: user_admin.php');
header_redirect	./user_admin.php:492				header('Location: user_admin.php?action=user_edit&tab=graph_perms_edit&id=' . gnrv('id'));
header_redirect	./user_admin.php:698		header('Location: user_admin.php?action=user_edit&id=' . (empty($user_id) ? gfrv('id') : $user_id));
header_redirect	./user_admin.php:733		header('Location: user_admin.php?action=user_edit&tab=graph_perms_edit&id=' . grv('user_id'));
header_redirect	./user_admin.php:767					header('Location: user_admin.php');
header_redirect	./user_admin.php:93		header('Location: user_admin.php?action=user_edit&tab=' . gnrv('tab') . '&id=' . gnrv('id'));
header_redirect	./user_admin.php:964					header('Location: user_admin.php');
header_redirect	./user_domains.php:168		header('Location: user_domains.php?action=edit&domain_id=' . (empty($domain_id) ? gnrv('domain_id') : $domain_id));
header_redirect	./user_domains.php:202			header('Location: user_domains.php');
header_redirect	./user_group_admin.php:1796					header('Location: user_group_admin.php');
header_redirect	./user_group_admin.php:1804					header('Location: user_group_admin.php');
header_redirect	./user_group_admin.php:1815					header('Location: user_group_admin.php');
header_redirect	./user_group_admin.php:1823					header('Location: user_group_admin.php');
header_redirect	./user_group_admin.php:255		header('Location: user_group_admin.php?action=edit&tab=' . gnrv('tab') . '&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:286			header('Location: user_group_admin.php?action=edit&tab=permsd&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:313			header('Location: user_group_admin.php?action=edit&tab=permsg&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:340			header('Location: user_group_admin.php?action=edit&tab=permste&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:367			header('Location: user_group_admin.php?action=edit&tab=permstr&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:393			header('Location: user_group_admin.php?action=edit&tab=members&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:423			header('Location: user_group_admin.php');
header_redirect	./user_group_admin.php:529			header('Location: user_group_admin.php?action=edit&tab=general&id=' . (isset($group_id) && $group_id > 0 ? $group_id : gnrv('id')));
header_redirect	./user_group_admin.php:549			header('Location: user_group_admin.php?action=edit&tab=realms&id=' . grv('id'));
header_redirect	./user_group_admin.php:573			header('Location: user_group_admin.php?action=edit&tab=settings&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:581		header('Location: user_group_admin.php?action=edit&tab=general&id=' . gnrv('id'));
header_redirect	./user_group_admin.php:600		header('Location: user_group_admin.php?action=edit&tab=gperms&id=' . grv('group_id'));
header_redirect	./utilities.php:100			header('Location: support.php?tab=summary');
header_redirect	./utilities.php:118			header('Location: utilities.php');
header_redirect	./utilities.php:123			header('Location: utilities.php?action=view_snmpagent_cache');
header_redirect	./utilities.php:53			header('Location: utilities.php?action=view_poller_cache');
header_redirect	./utilities.php:58			header('Location: utilities.php');
header_redirect	./vdef.php:122			header('Location: vdef.php?action=edit&id=' . (empty($vdef_id) ? grv('id') : $vdef_id));
header_redirect	./vdef.php:146				header('Location: vdef.php?action=item_edit&vdef_id=' . grv('vdef_id') . '&id=' . (empty($vdef_item_id) ? grv('id') : $vdef_item_id));
header_redirect	./vdef.php:148				header('Location: vdef.php?action=edit&id=' . grv('vdef_id'));
header_redirect	./vdef.php:228			header('Location: vdef.php');
header_redirect	./vdef.php:532		header('Location: vdef.php?action=edit&id=' . grv('id'));
header_redirect	./vdef.php:57			header('Location: vdef.php?action=edit&id=' . grv('vdef_id'));
header_redirect	./vdef.php:65			header('Location: vdef.php?action=edit&id=' . grv('vdef_id'));
xml_parse	./cli/genmanifest.php:143							$xmldata = simplexml_load_string($data);
xml_parse	./cli/rrdresize.php:559						$rrd_data = json_decode(json_encode(simplexml_load_string($file_dump)), true);
xml_parse	./install/functions.php:925				$xmlget = simplexml_load_string($xml);
